employer_id,city_id,contract_id,start_date,end_date,renewed_flag,job_slots,total_contract_value,applications,apply_start_clicks,click_marketplace_value,job_listings
3324453,4924,1830516,3/26/2017,4/25/2017,1,15,1495,95,165,2440.25,20
3715920,5151,2113980,7/15/2017,8/14/2017,1,15,745,0,0,0,0
4417760,5571,2211156,8/18/2017,8/21/2017,0,15,995,0,0,31.35,5
1891867,343,1310628,8/17/2016,9/16/2016,1,15,1745,0,0,0,0
3625173,9839,1857144,4/5/2017,5/4/2017,1,15,1245,15,20,1018.4,0
4119067,1741,2059944,6/25/2017,7/24/2017,1,50,1495,40,75,2910.8,25
4235253,10085,2662572,1/16/2018,2/15/2018,1,15,495,0,0,598.5,0
3834880,3392,2333304,9/30/2017,10/29/2017,0,15,1495,15,40,752.4,0
4453947,4381,2266524,9/8/2017,10/7/2017,0,15,1245,10,70,2567.6,0
4917147,8810,2232768,8/26/2017,9/25/2017,1,15,995,60,135,3634,0
5260640,1484,2673564,1/19/2018,2/18/2018,0,15,995,135,180,4336.75,0
2720000,1163,2910972,3/29/2018,4/28/2018,0,15,1495,0,0,28.2,0
3269867,1443,1887564,4/19/2017,5/18/2017,1,15,495,0,0,183,0
3609200,7449,1853148,4/3/2017,4/6/2017,0,15,995,0,0,46.1,0
3734080,3821,2213928,8/19/2017,9/18/2017,1,15,495,20,45,1972.25,0
4133067,1985,1997604,6/2/2017,7/1/2017,1,15,745,10,40,1184.25,0
4210587,6735,2274804,9/11/2017,9/22/2017,0,15,1245,0,35,863.55,0
6215653,8552,2544192,12/9/2017,1/5/2018,0,15,1745,265,315,10383.8,0
6541413,520,2629560,1/5/2018,2/4/2018,1,15,995,370,435,12328.05,0
5857387,6332,2602692,12/25/2017,1/7/2018,0,15,995,50,65,1661.55,0
1224373,10843,2333508,9/30/2017,10/29/2017,1,15,1495,25,55,790.4,0
1575307,10510,1786284,3/10/2017,4/9/2017,1,15,1745,0,130,918,10
2547333,4309,1483944,10/30/2016,11/29/2016,1,15,495,0,0,42.75,0
2499947,11315,1671492,1/24/2017,2/23/2017,1,50,2995,165,365,9899.25,0
2861200,8160,1542360,11/27/2016,12/26/2016,1,15,495,0,25,2779.25,5
3253680,387,1729476,2/17/2017,3/16/2017,1,15,495,45,80,1417.75,0
3125360,6936,1830312,3/26/2017,4/25/2017,1,15,1245,10,60,1448,0
1629120,9239,1387524,9/23/2016,10/22/2016,1,15,495,5,30,3674.25,0
2931760,4233,1879524,4/15/2017,5/14/2017,1,15,995,95,120,2472.3,0
3050907,3760,1648632,1/13/2017,2/12/2017,1,15,745,20,50,4063.45,5
3511627,1353,1820844,3/23/2017,3/24/2017,0,15,495,0,0,10.7,0
1358080,889,1250124,7/19/2016,8/4/2016,0,15,495,10,15,412.8,0
1779520,7212,1200708,6/25/2016,6/29/2016,0,50,1745,140,165,5298.4,0
1782773,6773,1398252,9/26/2016,10/25/2016,1,15,745,0,0,0,0
1832933,9736,1140492,6/4/2016,6/24/2016,0,15,495,0,0,0,0
1914373,191,1193868,6/22/2016,7/7/2016,0,15,745,0,0,0,0
3408827,10589,1783536,3/9/2017,4/8/2017,1,15,745,0,0,16.05,0
3414773,2697,2285388,9/15/2017,10/14/2017,1,15,745,205,340,3746.5,0
3511813,3727,2399004,10/23/2017,11/22/2017,1,15,1745,410,530,15810.85,0
5448053,6176,2371212,10/13/2017,11/12/2017,1,15,995,10,45,1137.15,0
6726453,9324,2877072,3/21/2018,4/20/2018,0,15,995,10,55,731.7,0
3397947,10887,1780452,3/8/2017,3/10/2017,0,50,2995,25,40,536,0
3306613,9233,1837212,3/29/2017,4/28/2017,1,15,1495,175,180,3640.65,35
1502213,6644,2753412,2/12/2018,3/11/2018,1,50,1745,100,150,2431.8,0
2801093,531,2378220,10/16/2017,11/15/2017,1,50,2245,75,255,4523.25,0
3358080,7525,2436708,11/3/2017,12/2/2017,1,15,745,5,15,889.2,0
6827973,231,2811960,3/1/2018,3/28/2018,1,15,995,15,35,1599.65,0
1568827,3436,2386932,10/19/2017,11/18/2017,1,15,495,0,0,7.6,0
867867,1336,2744268,2/9/2018,3/8/2018,0,15,745,0,0,0,0
2697947,8486,2503392,11/27/2017,12/26/2017,1,15,495,0,0,0,0
3048293,5156,2359272,10/9/2017,11/8/2017,1,15,745,125,190,3699.5,0
5071173,6653,2329572,9/29/2017,10/20/2017,0,15,995,25,55,787.05,0
7296827,3438,2832396,3/7/2018,3/8/2018,0,15,1495,0,0,0,0
2185787,980,1350924,9/5/2016,10/3/2016,0,15,745,50,120,5856.75,0
2358000,1886,1485144,10/31/2016,11/30/2016,1,15,1495,0,0,0,5
2863493,3145,1542564,11/27/2016,11/29/2016,0,15,1745,0,0,105.3,0
3153093,3515,1764612,3/2/2017,4/1/2017,1,15,495,50,95,1307.9,10
4451680,3004,2095752,7/8/2017,8/7/2017,1,15,495,60,190,3260.4,5
4245653,8629,2765988,2/16/2018,3/15/2018,1,15,495,0,5,17.1,0
1768027,5971,1258380,7/22/2016,8/21/2016,1,15,495,0,0,10.3,0
2210613,10241,1294956,8/9/2016,8/24/2016,0,15,745,20,50,847.2,5
2900267,3831,1651248,1/14/2017,2/13/2017,1,15,1495,0,0,0,0
3947360,11366,2095476,7/8/2017,8/7/2017,1,15,745,50,100,4359.6,20
6331093,760,2611176,12/29/2017,1/28/2018,1,15,995,10,25,532,5
953760,31,1504092,11/9/2016,12/8/2016,1,15,1495,25,15,1440.75,15
2465867,1603,1524120,11/18/2016,12/17/2016,1,15,495,15,10,367.65,0
4439440,5762,2447616,11/7/2017,12/6/2017,1,15,745,20,50,1515.25,0
1231520,10640,1203444,6/26/2016,7/25/2016,1,15,1745,115,120,2870.4,5
2203707,2848,1292928,8/7/2016,8/23/2016,0,15,495,0,70,958.95,0
2605040,6554,1504380,11/9/2016,12/8/2016,1,15,1245,0,0,0,0
3259573,9217,2038956,6/18/2017,7/17/2017,1,15,1495,0,0,470.25,0
4418720,10813,2827044,3/5/2018,4/4/2018,0,15,745,55,95,2236.3,5
4374880,10037,2708076,1/30/2018,2/28/2018,1,15,995,125,155,3018.15,0
4626747,3960,2151684,7/28/2017,8/27/2017,1,15,745,65,100,3407.95,30
5442267,9662,2371008,10/13/2017,11/12/2017,1,15,1245,15,65,2017.4,0
3282800,7932,2222436,8/23/2017,9/22/2017,1,15,495,5,20,486.4,0
4732533,7093,2355516,10/7/2017,10/17/2017,0,15,1745,15,25,606.1,5
5575787,11048,2688432,1/24/2018,2/23/2018,1,15,995,0,0,19,0
2958853,3459,1667112,1/21/2017,2/20/2017,1,15,495,0,0,0,0
3998053,696,2040984,6/19/2017,7/18/2017,1,15,495,80,100,3021.75,10
5209787,2919,2785008,2/22/2018,3/21/2018,1,15,1745,10,105,2453.85,15
999733,1407,1310700,8/17/2016,9/16/2016,1,15,745,0,0,961.35,0
4314667,8275,2056668,6/24/2017,7/23/2017,1,15,745,5,5,540,10
4752080,2568,2188332,8/10/2017,9/9/2017,1,15,1745,145,205,3603.3,0
951120,271,1329708,8/26/2016,9/25/2016,1,15,1495,235,305,8688,0
2501867,6623,1468476,10/24/2016,11/23/2016,1,15,1245,0,0,11.7,0
2551920,8707,1914444,4/29/2017,5/28/2017,1,50,1495,35,265,4769.2,105
3504640,1674,1898832,4/23/2017,5/22/2017,1,15,1245,250,280,4178.3,0
4101893,5793,2076912,7/1/2017,7/30/2017,1,15,745,105,90,3313.25,0
4245200,6850,2203860,8/16/2017,9/15/2017,1,15,995,165,245,3890.25,0
6586693,7908,2669808,1/18/2018,2/17/2018,1,15,995,20,35,2734.6,0
2466960,9092,1786560,3/10/2017,4/9/2017,1,15,1495,240,295,2109.9,5
3007493,11298,1686108,1/31/2017,2/28/2017,1,15,495,0,0,0,0
3494053,5272,1969752,5/21/2017,6/20/2017,1,15,1495,15,20,736.25,0
5295973,7115,2329776,9/29/2017,10/18/2017,0,15,995,0,105,2682.8,0
7577520,1512,2898108,3/25/2018,4/24/2018,0,15,1495,10,30,302.55,0
1884187,9441,1450908,10/16/2016,11/15/2016,1,15,995,65,100,3811.2,0
3803093,1323,2801436,2/27/2018,3/26/2018,1,15,495,30,80,2029.8,10
3787493,8477,2317584,9/26/2017,10/3/2017,0,15,495,0,25,846.45,0
1457440,7237,2421684,10/30/2017,11/29/2017,1,15,745,0,175,6855.2,10
1049387,9666,2082816,7/2/2017,8/1/2017,0,15,1495,0,120,2714.2,5
1556053,561,1364064,9/12/2016,10/11/2016,1,15,995,25,30,4771.2,10
1827813,3646,2725956,2/3/2018,3/2/2018,1,15,495,0,145,3987,10
1887760,5117,2035500,6/17/2017,7/16/2017,1,15,495,170,245,1037.15,30
3159387,3557,1804572,3/17/2017,3/23/2017,0,15,495,0,5,109.9,0
3850027,6654,2526444,12/3/2017,1/2/2018,1,15,495,15,60,1814.5,0
4936080,1479,2237136,8/28/2017,9/15/2017,0,15,1245,0,10,484.5,0
5098747,7501,2752380,2/11/2018,3/10/2018,1,15,1245,0,0,38,0
5228640,7154,2311860,9/23/2017,10/22/2017,1,15,995,60,70,2195.6,10
920133,3798,1627080,1/2/2017,2/1/2017,1,15,1745,0,780,26882.4,20
4262747,4529,2479992,11/17/2017,12/16/2017,1,15,745,0,0,98.8,0
4279733,10797,2023656,6/12/2017,7/12/2017,1,15,745,55,280,2275.65,5
4937200,5311,2705028,1/28/2018,2/27/2018,1,15,995,0,0,30.4,0
1095627,3948,1408056,9/29/2016,10/28/2016,1,50,1745,0,260,16220.5,40
2144800,4330,1277160,7/30/2016,8/29/2016,1,15,1245,30,40,3840.05,0
4797573,10346,2563548,12/15/2017,1/14/2018,1,15,1745,0,150,6605.6,0
1162453,8586,2290116,9/16/2017,10/15/2017,1,15,1495,0,110,2289.5,0
2173973,4628,1560240,12/4/2016,1/3/2017,1,15,745,0,5,15,0
1217787,2760,2002764,6/4/2017,7/3/2017,1,15,495,60,75,1822.05,0
1049760,7816,1561476,12/5/2016,1/4/2017,1,15,745,0,0,0,0
1547467,5335,1271376,7/28/2016,8/27/2016,0,15,495,0,0,0,0
1765947,4788,1117248,5/22/2016,6/16/2016,0,15,745,220,310,3844.8,5
3247600,10098,2118684,7/17/2017,8/16/2017,1,15,745,20,155,2103.05,0
5336827,494,2731524,2/5/2018,3/4/2018,1,15,995,5,10,670.25,5
5798693,700,2548296,12/10/2017,1/9/2018,1,15,1245,70,80,3684.1,10
2962613,3978,1601856,12/22/2016,1/21/2017,1,15,495,0,5,73.2,195
4004107,36,1997292,6/2/2017,7/1/2017,1,15,1495,0,0,7.6,0
4280320,662,2127408,7/20/2017,8/10/2017,0,15,745,15,45,846.65,20
3948667,10244,2107764,7/13/2017,8/12/2017,1,15,495,140,180,4650.25,0
4206907,554,2101296,7/11/2017,7/24/2017,0,15,1245,0,0,47.5,0
6333787,9508,2811120,3/1/2018,3/28/2018,1,15,1745,200,350,7946.65,0
6134640,6092,2518428,12/1/2017,12/30/2017,1,15,995,5,25,2354.1,0
6718560,10712,2678520,1/20/2018,2/19/2018,1,15,1245,10,20,3385.8,0
631813,6609,2083740,7/3/2017,8/2/2017,1,15,495,0,30,1800.9,20
1023520,5739,2887020,3/23/2018,4/22/2018,0,15,745,0,0,0,0
2400720,11007,1500888,11/7/2016,12/6/2016,1,15,495,0,0,0,0
3072773,8398,1954116,5/16/2017,5/22/2017,0,15,1245,0,0,0,0
6261973,10841,2559360,12/14/2017,1/2/2018,0,15,995,135,195,451.4,0
2476107,4330,1963200,5/19/2017,6/18/2017,1,15,495,5,35,1407.3,0
2740373,3298,1852536,4/3/2017,5/2/2017,1,15,495,90,120,1308.35,5
2915653,5444,1714944,2/11/2017,3/10/2017,1,15,745,25,100,2728.9,10
1515333,896,2200356,8/15/2017,9/14/2017,1,15,495,100,105,1687.2,0
1330133,2264,1056396,4/16/2016,5/15/2016,1,15,1495,0,390,7994.5,5
2555600,11228,1789704,3/11/2017,4/10/2017,1,15,1745,35,110,1952.25,5
4622107,9363,2173260,8/4/2017,9/3/2017,1,50,2995,0,150,4757.6,0
5475600,7940,2539368,12/8/2017,1/7/2018,1,50,2995,30,60,1656.7,45
6623093,2895,2872896,3/19/2018,4/18/2018,0,15,1245,0,0,0,0
2362853,11141,2069040,6/29/2017,7/28/2017,1,15,1495,135,225,4411.8,0
2214613,581,1360668,9/10/2016,10/7/2016,0,15,495,0,0,0,0
2558000,2132,1761360,3/1/2017,3/13/2017,0,15,1745,0,5,142.9,0
2601813,6362,1638612,1/8/2017,2/7/2017,1,15,495,0,0,0,0
3257840,9738,1732836,2/18/2017,3/17/2017,0,15,495,30,65,3381.6,0
3133387,985,2320668,9/27/2017,10/26/2017,1,15,495,0,0,0,0
3299467,1379,1884900,4/18/2017,5/17/2017,1,15,745,65,50,2088.6,0
4170480,2798,2092332,7/7/2017,8/6/2017,1,15,1745,15,60,2479.5,0
877333,2526,1283004,8/3/2016,9/2/2016,1,50,1245,15,15,236.7,5
1801147,7728,1477920,10/28/2016,11/10/2016,0,15,495,0,0,105,0
2127307,9391,1910988,4/28/2017,5/27/2017,1,50,2495,200,225,5572.8,80
3468027,3824,1883700,4/17/2017,5/16/2017,1,15,495,15,50,567.3,5
3887707,7083,2088996,7/6/2017,7/14/2017,0,15,995,20,35,2036.65,0
3991573,3161,1960560,5/18/2017,6/17/2017,1,15,1745,5,15,355.1,0
4182427,7923,2059872,6/25/2017,7/24/2017,1,15,745,20,20,1855.35,5
5469307,3078,2473056,11/15/2017,12/14/2017,1,15,995,0,10,266,0
1357067,4897,1301880,8/12/2016,9/11/2016,1,15,745,0,0,8.8,0
1793813,11221,2234760,8/27/2017,9/26/2017,1,15,1245,155,230,5504.35,10
1842533,3814,1144728,6/5/2016,7/4/2016,1,15,495,40,55,1050,5
1883787,7478,1181544,6/16/2016,7/15/2016,1,15,745,55,80,2407.5,5
3111520,2972,2682816,1/22/2018,2/21/2018,1,15,745,155,205,7892.6,0
3532800,10675,1901820,4/25/2017,4/29/2017,0,15,495,0,0,0,0
4455707,1975,2638236,1/8/2018,2/7/2018,1,15,1745,245,305,19342.95,10
2958987,10825,1893492,4/21/2017,5/20/2017,0,15,495,0,0,98.8,0
3835013,10681,2512896,11/30/2017,12/29/2017,1,15,995,0,20,2290.45,0
6291760,9118,2663100,1/16/2018,2/15/2018,1,15,995,25,55,2770.2,0
3225253,4476,1952916,5/15/2017,5/16/2017,0,15,1245,0,5,34.1,0
4978667,10103,2759148,2/14/2018,3/13/2018,1,15,1495,105,195,5904.25,0
6483760,8075,2707140,1/29/2018,2/28/2018,1,15,1245,45,75,1727.1,0
7155013,9895,2794824,2/24/2018,3/23/2018,1,15,1245,155,185,2564.8,5
2871840,1460,2444628,11/5/2017,12/4/2017,1,15,1245,60,130,3496,0
3036053,10056,1640952,1/10/2017,2/9/2017,1,15,1745,110,160,6091.8,5
3543893,8018,1831032,3/26/2017,4/25/2017,1,15,495,0,0,0,0
4493733,6694,2111160,7/14/2017,8/13/2017,1,15,1495,100,155,2460.25,0
1002933,6065,1308348,8/15/2016,9/14/2016,1,50,2995,0,735,28073.55,10
2024453,7750,1232316,7/10/2016,8/5/2016,0,15,745,10,15,432.15,0
2581813,5872,1428432,10/6/2016,11/5/2016,1,50,2995,195,315,10284.6,5
4180640,4937,2011740,6/8/2017,6/21/2017,0,15,745,0,5,239.1,0
2518480,275,1540464,11/26/2016,12/25/2016,1,15,745,30,65,2106,0
3924453,1004,2020392,6/11/2017,7/10/2017,0,15,745,25,55,1970.75,0
3220107,9707,1719132,2/13/2017,3/12/2017,1,15,1745,0,770,8852.8,0
1798240,2598,1128288,5/28/2016,5/31/2016,0,15,1745,25,70,915.9,0
2575413,3605,1425984,10/5/2016,10/21/2016,0,15,1745,40,45,4832.1,0
3838213,8302,2914848,3/29/2018,4/28/2018,0,15,495,0,0,43.55,0
5206533,7447,2420748,10/29/2017,11/14/2017,0,15,995,10,60,1291.05,0
5414747,3206,2364144,10/11/2017,10/27/2017,0,15,995,70,85,328,10
742747,11254,1708956,2/9/2017,3/8/2017,1,15,495,0,0,0,0
2456533,3201,1972008,5/23/2017,6/22/2017,1,15,745,140,175,1217.45,30
4757093,7016,2188536,8/10/2017,8/16/2017,0,15,1495,5,15,769.5,0
4757093,10667,2188536,8/10/2017,8/30/2017,0,15,1495,15,35,2489,5
1521920,2913,1719852,2/14/2017,3/13/2017,1,15,745,0,0,0,0
4144640,252,2000472,6/3/2017,6/5/2017,0,15,745,0,0,0,5
4524133,1267,2117964,7/16/2017,8/7/2017,0,15,1495,100,140,520,10
6330400,4757,2579556,12/20/2017,1/19/2018,0,15,1745,335,450,9127.9,0
6554507,5200,2732880,2/6/2018,3/5/2018,1,15,1745,35,110,2561.2,0
1174000,10190,1098360,5/13/2016,6/12/2016,1,15,1245,0,0,105.6,0
2775333,7022,2458740,11/10/2017,12/9/2017,1,15,745,0,0,0,0
3284080,2880,1971084,5/22/2017,6/21/2017,1,15,495,5,5,363.85,0
4218427,10051,2110956,7/14/2017,8/13/2017,1,15,745,25,50,1474.4,0
4455707,8492,2539164,12/8/2017,1/7/2018,1,15,1745,55,90,3033.95,0
5686267,3890,2697120,1/26/2018,2/25/2018,1,15,995,0,75,4959,0
2871093,8414,1547784,11/30/2016,12/29/2016,1,15,1495,15,65,2088,5
4653413,4198,2614860,12/30/2017,1/29/2018,1,15,495,170,200,3548.25,0
5122747,1211,2282736,9/14/2017,10/13/2017,0,15,995,45,85,1725.2,0
5132427,5650,2563344,12/15/2017,1/14/2018,1,15,995,75,165,2715.1,0
699573,5511,1111464,5/19/2016,5/26/2016,0,15,1495,0,0,21.3,5
3353147,7321,1997088,6/2/2017,7/1/2017,1,15,495,0,0,0,0
3797733,125,2263752,9/7/2017,9/13/2017,0,15,995,40,75,182,15
4587307,7886,2887236,3/23/2018,4/22/2018,0,15,495,0,10,69.15,0
5552587,4612,2584344,12/21/2017,1/20/2018,1,15,995,0,5,17.1,0
6939413,5931,2741340,2/8/2018,3/7/2018,1,15,995,15,50,2912.65,10
1592827,3438,1049244,4/13/2016,5/12/2016,1,15,745,35,95,1691.3,5
1939760,3505,1329504,8/26/2016,9/25/2016,1,15,1745,35,120,5202.15,20
3151200,10512,1914648,4/29/2017,5/28/2017,1,15,495,10,10,274.5,0
2244560,6455,2022660,6/13/2017,7/12/2017,1,50,1495,50,355,7024.5,20
2630800,1995,1515564,11/14/2016,12/13/2016,1,15,1495,0,0,0,0
2789120,4278,1512972,11/12/2016,11/23/2016,0,15,1745,40,40,1134.9,5
2895733,8005,1934664,5/7/2017,6/6/2017,1,15,1245,0,0,9.6,0
3165680,2917,1700652,2/5/2017,3/4/2017,1,15,1745,320,480,14736,5
4069173,6457,2898912,3/26/2018,4/25/2018,0,15,995,0,10,225.5,0
4636480,2611,2416572,10/28/2017,11/27/2017,1,15,1495,10,55,1415.5,0
5151147,8686,2379024,10/16/2017,10/17/2017,0,15,1745,0,0,0,0
6406480,8950,2604828,12/27/2017,1/17/2018,0,15,995,30,55,1861.05,5
1661120,3872,1218996,7/2/2016,7/21/2016,0,15,745,0,0,0,0
2628880,7564,1651044,1/14/2017,1/19/2017,0,50,2995,0,150,3830.6,0
3409013,2406,2269620,9/9/2017,10/8/2017,0,15,1495,15,50,1453.5,0
4526240,8289,2293632,9/17/2017,9/26/2017,0,15,1745,10,10,551,0
5819387,3308,2466672,11/12/2017,12/11/2017,1,15,1495,0,0,1188.65,0
2469280,5215,1377240,9/18/2016,10/17/2016,1,15,1245,0,95,1248,10
4249787,7183,2033088,6/16/2017,7/15/2017,1,15,1495,0,0,0,0
6115093,4287,2914632,3/29/2018,4/28/2018,0,15,995,0,5,20.9,0
2750800,3254,1495920,11/4/2016,12/3/2016,1,15,1245,30,35,2694.45,5
2640533,2809,1653696,1/15/2017,2/14/2017,1,15,495,0,0,0,0
3227627,5787,1797372,3/15/2017,4/14/2017,1,15,745,15,35,661.2,0
7173200,2575,2799156,2/25/2018,3/24/2018,1,15,995,0,10,651.9,15
1095627,11313,1616556,12/29/2016,1/28/2017,1,50,1745,0,180,11195,0
1791147,4330,1135152,6/2/2016,7/1/2016,1,15,1495,0,585,14304.2,10
1898773,11320,1312980,8/18/2016,9/17/2016,0,50,1745,0,205,7452.9,100
2173920,2157,1285248,8/4/2016,9/3/2016,1,15,745,0,5,308.85,5
2781360,637,1788972,3/11/2017,4/10/2017,1,15,1745,0,0,0,0
3048293,678,2098248,7/9/2017,8/8/2017,1,15,745,70,145,4229.05,0
4932133,7607,2235756,8/27/2017,8/28/2017,0,15,995,0,0,0,0
6528933,5264,2633400,1/6/2018,2/5/2018,1,15,995,55,100,3450.4,0
1793813,9030,1332120,8/27/2016,9/26/2016,1,15,1245,115,235,3009.6,5
2471333,4360,2038752,6/18/2017,7/17/2017,1,15,495,0,0,0,0
4221013,10874,2216736,8/20/2017,9/19/2017,1,15,995,95,185,2014,0
4415547,5973,2348628,10/5/2017,11/4/2017,1,15,495,75,175,3156.55,0
4299893,9016,2049168,6/22/2017,7/21/2017,1,15,495,45,85,1366.6,30
5098107,11046,2483280,11/18/2017,12/17/2017,0,15,1745,55,100,2052,0
5815520,3363,2647896,1/11/2018,2/10/2018,1,15,1245,45,65,4608.45,0
1099920,8030,1756860,2/28/2017,3/27/2017,1,15,745,55,90,1017.85,15
2043867,3462,1412412,9/30/2016,10/29/2016,1,15,1745,0,20,1736,0
2476107,9917,1887252,4/19/2017,5/18/2017,1,15,495,10,5,630.8,15
2423920,2401,1358136,9/9/2016,10/8/2016,1,15,495,5,5,307.8,5
2728000,9735,1836900,3/29/2017,4/28/2017,1,15,495,0,0,0,0
4274693,6782,2295180,9/18/2017,10/17/2017,1,15,1745,5,10,825.55,0
4811040,754,2204580,8/16/2017,8/18/2017,0,15,995,0,0,0,0
5501493,10411,2773932,2/18/2018,3/17/2018,1,15,995,0,0,606.1,0
5608880,2028,2408940,10/26/2017,11/25/2017,1,15,1745,30,75,4234.4,0
1984853,9178,2526216,12/3/2017,1/2/2018,1,50,995,0,160,3433.6,10
1678587,3998,1293648,8/8/2016,8/31/2016,0,50,1745,0,470,22531.5,0
1885627,1788,1384464,9/22/2016,10/21/2016,1,15,745,205,280,12286.4,0
1664747,15,1349604,9/4/2016,10/3/2016,1,15,745,0,225,5976.2,15
1827813,6629,1421784,10/3/2016,11/2/2016,1,15,495,10,60,2701.8,15
2626027,7069,1514628,11/13/2016,12/5/2016,0,15,1495,215,275,11559.6,0
2486107,9235,1895736,4/22/2017,5/21/2017,1,50,2995,190,240,5684.5,5
2775467,2292,1643376,1/11/2017,2/10/2017,1,50,2995,165,325,9680.5,0
3804027,10273,1984116,5/27/2017,6/20/2017,0,15,495,0,65,814.8,0
1974747,8304,1283520,8/3/2016,8/15/2016,0,15,1495,15,30,437.25,5
2081360,4125,1430724,10/7/2016,11/6/2016,1,15,745,0,0,0,0
2329040,5009,1398564,9/26/2016,10/25/2016,1,50,2245,0,600,15494.4,5
3006187,3493,1761564,3/1/2017,3/28/2017,0,15,1495,0,0,0,0
3409013,8359,2013996,6/9/2017,7/8/2017,1,15,1495,30,80,1394.6,0
5852373,9299,2762592,2/15/2018,2/28/2018,0,15,995,40,50,1611.9,10
5554400,9469,2397996,10/22/2017,11/7/2017,0,15,995,0,30,2192.4,0
922907,1892,1408260,9/29/2016,10/28/2016,1,15,1495,80,75,5062.4,0
1899333,526,1249116,7/18/2016,8/11/2016,0,50,1245,130,180,4888,25
2259920,11245,1725612,2/16/2017,3/15/2017,1,15,745,0,0,0,0
2518240,6288,1754004,2/26/2017,3/25/2017,0,15,745,65,70,1532.1,10
5134133,2787,2286120,9/15/2017,10/14/2017,1,15,995,35,20,1067.8,0
923547,4279,1518720,11/16/2016,12/15/2016,1,50,1745,585,735,26751.75,15
1660453,6059,1988172,5/29/2017,6/28/2017,1,50,1745,25,45,2482.55,0
3020613,955,2004096,6/5/2017,6/21/2017,0,50,2995,30,35,1092.5,5
3292933,4655,2310840,9/23/2017,10/22/2017,1,15,495,25,55,1634,0
4471120,4807,2455128,11/9/2017,12/8/2017,1,15,495,0,30,658.35,0
1346453,9528,2303544,9/21/2017,10/20/2017,1,15,1245,0,0,68.4,5
3633733,1551,1859592,4/6/2017,5/5/2017,1,15,495,5,5,115.9,0
3791947,808,2900460,3/27/2018,4/26/2018,0,15,495,5,5,128.65,0
4616133,4363,2235348,8/27/2017,9/26/2017,1,15,995,0,10,896.65,0
5363307,11085,2554548,12/13/2017,1/12/2018,1,15,995,35,110,2729.55,20
6362800,545,2589744,12/22/2017,1/21/2018,1,15,1495,535,920,21054.9,10
1769173,5491,1117044,5/22/2016,6/21/2016,1,15,1745,105,165,2670,5
2848507,9902,2897112,3/25/2018,4/24/2018,0,15,495,0,0,0,0
3721973,1153,1954632,5/16/2017,6/15/2017,1,15,495,45,80,886,0
3777200,5358,2232252,8/26/2017,9/25/2017,1,15,745,10,30,1155.2,0
3923973,9711,2101092,7/11/2017,8/10/2017,1,15,495,0,5,298.3,0
4403760,4935,2721660,2/2/2018,2/4/2018,0,15,495,0,5,190.05,0
4718320,7815,2629236,1/5/2018,1/9/2018,0,15,495,0,0,0,0
5073040,3554,2267040,9/8/2017,10/7/2017,1,15,1495,40,80,5977.4,0
1909227,10392,2394000,10/21/2017,11/20/2017,1,15,745,50,120,2164.5,0
3524267,2603,2056464,6/24/2017,7/23/2017,1,15,495,40,155,1849.2,0
1382933,16,1593168,12/20/2016,1/19/2017,1,50,995,270,425,11873.9,45
1678027,6877,1717368,2/12/2017,3/11/2017,1,15,1745,0,95,3250.9,30
1797680,4672,1681176,1/28/2017,2/27/2017,1,15,745,35,55,2280,10
2828160,2694,1529868,11/20/2016,12/19/2016,1,15,745,35,45,1706.9,0
1713413,9150,1253184,7/20/2016,8/19/2016,1,15,745,0,60,2949,30
1963173,7033,1484940,10/31/2016,11/30/2016,1,15,745,0,0,0,0
2668400,7899,1461924,10/21/2016,11/20/2016,1,15,1245,85,210,3667.8,5
3622453,5825,2124000,7/19/2017,8/18/2017,1,15,1495,40,170,782,0
3712507,9573,1880244,4/15/2017,4/17/2017,0,15,495,0,0,8,0
550160,9650,1425456,10/5/2016,11/4/2016,1,15,495,0,0,21.3,0
1984853,5950,1768608,3/3/2017,4/2/2017,1,50,995,0,130,2053.7,0
2274453,4592,1453140,10/18/2016,11/17/2016,1,15,1745,0,0,35.1,0
3524267,6389,1824852,3/24/2017,4/23/2017,1,15,495,20,35,283.55,0
5624507,7985,2413344,10/27/2017,11/26/2017,1,15,1245,75,120,2402.55,0
2784533,210,1946220,5/12/2017,6/11/2017,1,15,495,35,50,714.3,0
2824480,2171,1660932,1/19/2017,2/18/2017,1,15,1495,0,0,10.65,0
3335067,2684,1833300,3/28/2017,4/3/2017,0,15,1495,0,0,122,0
3474080,6262,1804776,3/17/2017,4/16/2017,1,15,1495,50,35,1444.55,0
1887760,7301,2479788,11/17/2017,12/16/2017,1,15,495,55,65,659.75,30
2996080,7882,2508948,11/29/2017,12/28/2017,1,15,495,0,0,0,0
6546773,2915,2827248,3/5/2018,4/4/2018,0,15,995,50,110,865.2,5
4272373,7219,2383332,10/18/2017,11/17/2017,0,15,1745,0,10,459.8,0
5576693,9561,2499756,11/24/2017,11/27/2017,0,15,995,10,10,142.5,0
6387787,4766,2688636,1/24/2018,2/2/2018,0,15,995,0,0,0,0
1678587,6640,1089744,5/8/2016,6/7/2016,1,50,1745,10,380,16553,40
2510373,7183,1469280,10/25/2016,11/24/2016,1,15,495,0,0,10.65,0
7121920,3582,2882940,3/22/2018,4/21/2018,0,15,1495,55,85,204.6,0
2144827,7324,1483428,10/30/2016,11/27/2016,0,15,1495,170,215,4185.45,5
2422960,8061,1544412,11/29/2016,12/20/2016,0,15,495,0,10,1001.1,0
